timestamp,size
36374.508,1300
36376.49,3000
36383.822,300
36384.485,18000
36384.796,300
36397.985,300
36398.708,3000
36405.46,600
36405.888,400
36408.835,5000
36409.959,8700
36411.196,500
36417.028,300
36422.303,2000
36423.464,300
36425.278,6500
36427.482,4800
36428.483,1800
36430.831,300
36435.487,3000
36436.485,10200
36437.483,3600
36442.482,600
36443.15,3000
36443.966,500
36444.125,3000
36447.846,500
36447.883,1400
36448.482,2300
36448.746,2100
36448.75,3000
36448.755,1900
36450.482,7900
36450.948,1200
36451.963,600
36452.898,1500
36453.638,200
36455.956,2700
36460.482,12800
36467.561,200
36471.94,400
36473.188,400
36481.259,800
36481.484,19000
36482.24,800
36488.088,6100
36488.528,100
36490.524,1400
36493.188,1600
36495.482,3000
36496.393,100
36496.558,700
36496.56,1600
36496.961,800
36497.01,400
36497.533,10000
36501.55,2300
36501.858,100
36504.373,300
36507.054,800
36507.056,400
36516.086,700
36519.395,3000
36522.903,2100
36532.168,4500
36532.452,300
36544.644,500
36545.285,2600
36546.923,1000
36547.663,1000
36553.82,3800
36555.483,2800
36562.608,400
36566.149,5300
36570.853,1000
36584.494,500
36586.357,100
36588.268,2100
36592.166,700
36594.153,100
36595.618,300
36598.483,5600
36615.481,5300
36617.267,2000
36624.743,300
36626.294,3000
36630.481,5300
36642.498,100
36644.482,2900
36647.322,7500
36656.973,300
36657.88,300
36660.483,4500
36666.556,8000
36668.414,300
36668.613,500
36669.818,10000
36675.481,700
36677.185,2100
36677.481,2200
36687.129,300
36698.496,100
36705.482,3600
36708.762,500
36714.887,1000
36716.239,300
36719.482,300
36722.482,900
36722.595,700
36723.365,4800
36732.608,300
36735.482,500
36737.482,1600
36746.032,3000
36747.439,300
36748.017,1800
36748.04,500
36748.041,700
36750.025,2000
36751.96,3000
36754.375,1000
36755.484,600
36766.85,3000
36766.903,2500
36767.511,200
36768.597,3000
36771.964,300
36775.314,1000
36775.649,1000
36775.65,3000
36775.913,1000
36776.551,400
36779.322,500
36780.482,9100
36785.482,3700
36788.321,100
36795.482,1400
36798.63,500
36804.697,3000
36808.479,100
36808.502,6300
36808.796,300
36810.481,5100
36811.268,7300
36815.051,6300
36815.481,8000
36818.199,1000
36825.481,7200
36826.483,2900
36827.251,5000
36830.503,3000
36832.972,5000
36833.795,100
36835.069,1000
36835.831,300
36836.482,15500
36837.487,3000
36838.36,5000
36838.538,5000
36840.635,15800
36848.575,5000
36849.803,300
36855.481,6900
36860.488,500
36861.283,200
36865.483,2100
36866.887,1000
36867.016,300
36868.316,100
36870.483,800
36870.732,700
36873.619,5700
36897.357,100
36899.261,300
36905.524,1000
36908.107,1000
36908.299,100
36909.624,10000
36910.497,100
36914.284,1300
36914.36,1300
36924.34,17600
36924.893,900
36925.558,1300
36927.153,17600
36927.253,100
36928.372,300
36929.482,15200
36950.266,200
36957.497,200
36977.275,600
36977.675,2900
36977.711,1300
36978.811,1500
36979.003,1000
36979.037,2000
36979.039,900
36979.041,1000
36979.045,1200
36984.074,2300
36986.607,300
36990.481,10200
36993.359,10200
37001.776,4000
37004.749,1000
37005.481,4200
37008.904,10000
37016.763,300
37018.853,8100
37024.947,300
37029.07,5000
37034.29,700
37037.678,4100
37042.982,5000
37043.2,700
37044.467,3000
37044.867,300
37045.473,100
37062.109,5000
37063.669,8000
37064.082,5800
37065.482,2800
37077.075,300
37079.191,1300
37083.201,12000
37083.635,4000
37087.087,5000
37095.481,2900
37109.306,200
37111.497,100
37113.482,1300
37118.482,3800
37123.244,3000
37123.246,1300
37135.309,400
37139.544,2000
37144.047,100
37145.377,1300
37148.802,100
37154.481,500
37155.482,100
37169.364,200
37173.839,100
37174.545,1000
37188.144,8100
37196.4,300
37200.481,2300
37215.482,5400
37215.71,300
37223.186,7500
37223.482,2800
37225.512,300
37230.104,5200
37240.671,1000
37241.104,400
37242.355,1000
37242.605,1000
37242.615,200
37243.596,200
37245.483,3700
37254.924,200
37257.482,500
37258.521,200
37259.968,100
37269.771,2100
37272.651,900
37285.556,300
37289.677,100
37290.16,5900
37292.184,7100
37305.481,6500
37307.667,100
37317.802,300
37326.866,2400
37327.924,2100
37328.154,1100
37328.713,14000
37331.482,300
37346.828,16800
37347.033,3000
37350.812,200
37360.505,1100
37367.008,5000
37368.361,3000
37371.575,3000
37379.922,300
37398.535,500
37399.261,100
37403.381,1000
37406.957,200
37422.569,500
37436.083,300
37438.518,100
37446.498,100
37453.171,12900
37455.131,10900
37455.482,7600
37458.84,1500
37466.239,300
37477.154,17200
37477.454,300
37485.482,2300
37490.481,2400
37497.482,300
37501.323,200
37511.306,1000
37511.481,100
37516.874,300
37519.09,3000
37519.662,100
37524.999,3000
37527.338,200
37529.035,500
