timestamp,size
36555.684,2000
36555.715,1200
36556.816,100
36558.847,100
36560.557,1800
36560.888,100
36562.91,100
36563.103,1400
36563.118,100
36563.455,200
36564.703,100
36564.773,100
36565.232,4000
36566.269,3000
36566.273,200
36566.922,200
36567.122,200
36567.291,100
36568.565,200
36569.426,100
36569.928,400
36571.184,200
36571.254,100
36571.518,3000
36571.619,200
36572.522,200
36573.258,100
36573.867,300
36575.317,100
36575.836,1400
36576.098,2100
36576.213,100
36576.215,3000
36576.222,10000
36576.224,1400
36576.233,1000
36576.234,300
36577.215,5000
36577.293,100
36577.483,3600
36577.615,400
36577.864,3000
36578.067,100
36578.068,3000
36578.566,400
36579.178,500
36579.298,100
36579.3,400
36579.325,400
36579.714,3000
36579.88,3000
36580.33,700
36580.334,3000
36580.704,400
36580.866,3000
36580.904,700
36581.421,100
36583.443,100
36583.711,500
36583.864,1900
36583.866,500
36584.025,600
36584.141,600
36585.023,1400
36585.028,800
36585.271,100
36585.919,3000
36585.92,1400
36585.962,1600
36586.412,1000
36586.547,500
36586.701,2400
36586.788,3200
36586.804,1200
36586.992,100
36587.001,1100
36587.024,200
36587.055,100
36587.067,300
36587.434,1300
36587.538,1000
36587.552,200
36588.292,100
36589.04,500
36591.926,500
36592.4,100
36593.944,1600
36594.229,100
36595.183,600
36595.651,100
36597.634,100
36599.694,100
36601.735,100
36601.825,3700
36602.219,3000
36603.617,400
36603.638,100
36605.585,100
36606.276,3700
36606.28,2700
36606.289,1600
36606.312,1500
36607.899,1900
36608.017,500
36608.033,100
36608.138,100
36608.154,3000
36608.632,100
36610.006,400
36610.716,100
36610.732,3000
36611.914,700
36611.915,2300
36612.187,2100
36612.624,100
36612.626,3000
36613.941,1500
36613.943,3000
36614.672,100
36615.757,1800
36616.349,18000
36616.497,2100
36616.67,100
36618.519,100
36618.606,100
36619.165,3000
36620.356,400
36620.44,200
36620.618,100
36621.91,200
36622.68,100
36623.961,2000
36625.731,2200
36625.915,100
36626.145,3000
36627.947,100
36630.96,100
36630.975,1600
36632.793,3000
36632.805,2300
36632.883,1300
36633.041,100
36635.043,100
36636.9,100
36637.811,1000
36638.932,100
36640.788,1000
36640.93,100
36640.932,1200
36642.091,1000
36642.162,1000
36642.995,100
36643.416,1000
36645.026,100
36646.061,600
