timestamp,size
36435.13,100
36435.142,1100
36435.17,1100
36435.172,3000
36435.28,3000
36435.33,100
36435.671,70000
36454.904,3000
36459.845,1500
36459.846,3000
36463.102,500
36465.82,2000
36468.39,100
36469.153,5000
36471.759,100
36479.524,3000
36486.384,2500
36495.904,900
36496.099,200
36504.267,1000
36506.142,5000
36507.846,100
36539.741,200
36540.452,3000
36544.434,3000
36554.349,3000
36554.645,200
36555.015,3900
36555.16,600
36555.28,700
36555.281,1000
36555.282,3700
36557.595,900
36558.769,1900
36561.082,700
36561.097,800
36561.317,2100
36561.794,3000
36562.269,500
36562.482,1000
36562.483,4500
36562.652,3000
36565.462,1000
36568.48,100
36571.093,900
36572.546,100
36572.813,3000
36575.334,1600
36577.149,800
36577.156,1200
36578.015,1100
36578.016,3000
36578.017,3600
36578.402,3300
36591.047,1100
36614.998,2000
36618.77,200
36624.85,200
36627.412,500
36627.978,200
36629.405,100
36636.525,400
36641.902,600
36643.574,100
36644.419,100
36646.949,100
36656.383,300
36660.01,100
36670.121,100
36676.297,100
36676.368,100
36678.8,1300
36685.968,100
36688.636,2000
36692.497,100
36698.216,100
36716.816,100
36721.056,100
36722.663,10000
36733.609,100
36739.496,100
36750.049,100
36752.46,200
36760.71,2900
36772.09,1000
36772.957,100
36780.355,100
36790.262,30000
36790.268,100
36801.081,500
36805.325,100
36811.491,1900
36812.532,100
36812.534,100
36817.784,32700
36822.381,200
36822.394,100
36823.889,100
36853.245,3000
36853.249,5000
36853.369,5000
36853.392,100
36853.4,2600
36861.964,1600
36866.409,100
36866.417,5000
36868.669,100
36872.53,2200
36876.695,100
36901.073,5000
36907.084,1400
36907.085,1400
36907.13,1300
36907.143,1400
36907.153,1300
36907.156,1000
36907.172,300
36907.243,200
36907.261,300
36907.266,200
36907.281,100
36907.282,1300
36908.068,100
36908.072,300
36908.083,200
36909.856,2200
36910.074,1300
36915.629,300
36917.643,1500
36921.785,2100
36925.294,2200
36932.77,300
36937.579,1000
