timestamp,size
36361.035,200
36361.044,200
36361.128,100
36361.612,100
36361.674,100
36362.197,2700
36364.169,1000
36364.174,1000
36364.216,1000
36373.893,200
36375.21,2600
36375.539,200
36376.845,200
36381.186,100
36382.164,200
36382.37,1000
36382.863,2000
36388.471,200
36393.028,1100
36395.395,1600
36396.765,100
36398.697,100
36399.18,500
36401.485,3000
36403.14,300
36406.622,1000
36406.746,100
36407.855,1000
36408.802,10000
36418.002,100
36421.785,400
36422.287,100
36422.816,100
36426.196,300
36426.276,200
36431.825,300
36434.569,200
36438.605,5000
36438.634,200
36439.627,400
36443.43,1000
36444.715,1300
36446.258,100
36456.324,200
36459.16,100
36464.632,1000
36465.861,500
36467.021,1900
36469.443,1000
36474.536,2000
36475.898,1300
36475.905,1300
36475.921,500
36480.344,1200
36482.476,1300
36483.549,1800
36483.662,15200
36491.836,100
36494.184,300
36494.57,1300
36495.157,3000
36495.323,2900
36495.597,100
36496.039,1400
36498.612,1000
36498.951,100
36500.0,1000
36500.785,100
36501.553,200
36503.084,200
36504.538,200
36505.645,1000
36506.857,2400
36506.96,200
36507.048,1000
36508.045,300
36508.757,3800
36508.773,1000
36508.917,3000
36515.341,1000
36516.213,7700
36518.504,400
36518.505,900
36518.507,200
36518.508,100
36518.51,300
36518.512,300
36518.632,100
36518.635,300
36518.637,500
36518.645,4200
36519.619,8000
36522.678,2000
36525.283,500
36530.804,12000
36531.52,100
36533.412,500
36537.536,3700
36537.549,1300
36537.552,3700
36537.594,1300
36537.7,700
36538.736,3000
36539.903,500
36540.719,500
36550.229,2600
36550.233,100
36550.97,2200
36554.32,100
36554.483,2800
36560.648,18500
36561.311,5000
36561.969,1300
36569.17,1000
36570.906,100
36571.195,200
36574.371,15000
36574.536,3000
36578.744,100
36578.773,100
36579.263,5000
36586.102,1000
36593.098,100
36594.997,800
36601.317,500
36606.1,2000
36615.941,300
36617.757,500
36618.609,100
36618.638,100
36622.096,3100
36622.735,1300
36623.836,700
36624.09,1300
36625.574,1300
36628.216,600
36630.907,100
36637.781,800
36640.959,100
36641.219,20000
36646.268,200
36647.618,200
36653.165,2000
36654.458,100
36658.296,10000
36658.857,5000
36660.886,1000
36663.42,1000
36664.871,900
36671.365,10000
36671.531,5000
36672.075,1000
36683.611,200
36686.229,300
36692.03,100
36692.43,200
36698.437,100
36705.847,100
36707.147,3300
36710.94,100
